"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Mauritius","MUS","Population, female","SP.POP.TOTL.FE.IN","330583","341141","350776","359841","368386","376464","384092","391337","398393","405468","412740","420283","427991","435849","443833","451882","459830","467641","473774","481868","489702","496523","502004","505927","510515","514000","517306","520609","523707","527323","530783","536329","543325","549824","557752","562908","569207","577044","583866","591986","598324","603367","607704","612121","615928","619540","622406","625218","627462","629116","630609","631622","633396","634860","636160","637251","638056","639094","639973",
"Malawi","MWI","Population, female","SP.POP.TOTL.FE.IN","1888106","1932513","1978805","2026967","2076961","2128758","2182458","2238156","2295775","2355226","2416499","2479549","2544579","2612183","2683142","2757997","2838371","2924419","3013683","3102641","3189563","3269622","3345234","3430276","3543674","3696993","3899369","4141551","4394389","4617488","4783079","4879029","4917317","4923840","4936764","4983707","5073310","5197067","5344881","5500051","5650552","5794355","5936563","6080557","6231802","6394188","6568321","6752464","6945464","7145476","7351044","7562087","7778802","8000247","8225329","8453331","8683661","8916639","9153715",
"Malaysia","MYS","Population, female","SP.POP.TOTL.FE.IN","4004122","4133488","4269429","4409045","4548323","4684383","4816367","4945193","5072125","5199211","5328084","5458896","5591577","5727344","5867631","6013462","6165931","6324963","6488920","6655397","6822912","6990448","7159250","7332903","7516319","7712821","7923957","8148121","8381648","8619222","8856983","9092923","9328038","9564947","9807754","10058930","10319651","10587577","10857546","11122464","11377345","11619629","11850876","12075177","12298722","12525736","12758224","12994127","13228861","13455858","13670829","13871800","14061405","14245518","14432357","14627718","14833502","15047602","15266901",
"North America","NAC","Population, female","SP.POP.TOTL.FE.IN","100019429","101765081","103412605","104994553","106562377","108021502","109425978","110788154","112059160","113286592","114708306","116397753","117688958","118868360","120042666","121333519","122604738","123951165","125356195","126812476","128128914","129445480","130710628","131902630","133046230","134237433","135518087","136831800","138175906","139632408","141273574","143132455","145048343","146869543","148582739","150260814","151926102","153661002","155340481","157014110","158675921","160204433","161661169","163005857","164471077","165952876","167531255","169105086","170707777","172226414","173674088","174941513","176243689","177482949","178788065","180064421","181400705","182623475","183864240",
"Namibia","NAM","Population, female","SP.POP.TOTL.FE.IN","321087","328785","336831","345209","353891","362871","372096","381603","391566","402221","413706","426146","439422","453143","466808","480038","492783","505204","517469","529861","542619","555648","568990","583320","599481","618000","639191","662662","687406","711996","735373","757165","777607","796883","815398","833466","851139","868308","885025","901308","917239","932790","948069","963474","979476","996393","1014443","1033520","1053277","1073129","1092724","1111902","1130830","1149847","1169449","1189942","1211432","1233756","1256705",
"New Caledonia","NCL","Population, female","SP.POP.TOTL.FE.IN","37356","38401","39456","40564","41731","42908","44386","45870","47363","49575","53451","57318","59980","61456","62703","63490","64309","65379","66227","66846","67737","69137","70763","72361","73925","75404","76912","78527","80128","81748","83716","85876","88004","90258","92690","94857","96793","98833","100911","103052","105247","107494","109796","111887","113725","115467","117072","118561","119996","121329","123063","125327","127730","130208","132584","134909","137110","139116","141065",
"Niger","NER","Population, female","SP.POP.TOTL.FE.IN","1792287","1838931","1887547","1937917","1989738","2042768","2097023","2152620","2209563","2267876","2327634","2388888","2451800","2516591","2583545","2652931","2724852","2799477","2877200","2958493","3043714","3133190","3226949","3324652","3425795","3530062","3637463","3748388","3863406","3983272","4108612","4239869","4377192","4520544","4669746","4824812","4985904","5153621","5328982","5513294","5707547","5912423","6128064","6354267","6590540","6836681","7092693","7359234","7637524","7929132","8235204","8556362","8892398","9242625","9605928","9981510","10369370","10769950","11183549",
"Nigeria","NGA","Population, female","SP.POP.TOTL.FE.IN","22607939","23067732","23547558","24045407","24558399","25084967","25625709","26183124","26760130","27360556","27988124","28641283","29321781","30040262","30810431","31640759","32537453","33494392","34492529","35505167","36513310","37509470","38499703","39495157","40513218","41566457","42658268","43784192","44939701","46117485","47312531","48524759","49757263","51012087","52292206","53600431","54938512","56308062","57711738","59152504","60633344","62155754","63722307","65338351","67010209","68742664","70537757","72395394","74315331","76296305","78336957","80437633","82597636","84813099","87078919","89391153","91748401","94150665","96597148",
"Nicaragua","NIC","Population, female","SP.POP.TOTL.FE.IN","888182","916176","944668","973770","1003645","1034426","1066165","1098853","1132539","1167273","1203089","1239969","1277929","1317154","1357832","1400095","1443966","1489273","1535769","1583097","1630953","1679296","1728056","1776850","1825230","1872901","1919526","1965232","2010625","2056596","2103716","2152245","2201793","2251592","2300552","2347875","2393364","2437225","2479620","2520851","2561183","2600593","2639110","2677180","2715338","2753997","2793347","2833326","2873742","2914271","2954672","2994888","3034992","3075080","3115277","3155664","3196269","3237021","3277726",
"Netherlands","NLD","Population, female","SP.POP.TOTL.FE.IN","5767220","5842448","5924615","6003110","6082051","6164493","6244242","6314541","6379935","6453971","6534376","6612659","6680237","6736627","6791370","6854978","6912927","6959034","7007513","7061836","7123632","7178182","7216453","7248724","7281773","7319234","7362547","7411151","7460087","7505071","7556295","7614647","7670302","7721514","7766014","7802880","7838167","7878475","7927388","7980350","8037107","8096932","8147243","8183862","8210231","8227240","8238155","8253650","8283389","8323789","8364526","8401919","8431634","8455090","8483704","8518825","8560890","8607582","8653280",
"Norway","NOR","Population, female","SP.POP.TOTL.FE.IN","1797400","1811646","1826243","1840183","1854320","1869103","1884518","1900887","1917531","1933804","1948448","1962625","1978103","1992388","2005268","2016974","2027198","2036640","2045376","2053360","2061011","2069200","2077916","2085855","2092615","2099510","2107328","2117263","2128548","2137180","2144423","2154633","2167123","2180058","2192372","2203443","2214031","2225227","2237575","2252100","2266121","2277264","2289408","2302579","2315385","2329544","2345795","2366827","2392602","2418851","2445123","2473134","2502024","2528826","2554063","2576388","2596205","2614545","2630568",
"Nepal","NPL","Population, female","SP.POP.TOTL.FE.IN","5072430","5152549","5235762","5322806","5414454","5511224","5613720","5721942","5835138","5952150","6072183","6195103","6321338","6451396","6585983","6725692","6870679","7020964","7176819","7338519","7506282","7680067","7859890","8046051","8238909","8438609","8645609","8859532","9078735","9300938","9524656","9747585","9970208","10197023","10434369","10685886","10954147","11235193","11518208","11788376","12035227","12252548","12443399","12617652","12790107","12970411","13166263","13372152","13568989","13729589","13836493","13880391","13874038","13849114","13849824","13907956","14033220","14216011","14444740",
"Nauru","NRU","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population, female","SP.POP.TOTL.FE.IN","1179951","1204207","1235617","1260835","1288071","1310209","1334800","1359922","1373045","1386460","1406305","1428152","1454147","1483322","1515064","1545478","1560059","1565939","1567568","1562589","1565640","1572657","1589259","1611978","1627206","1638889","1640556","1657206","1664220","1674210","1690913","1775058","1793033","1812611","1836145","1863205","1893714","1920164","1939127","1951226","1964351","1977307","2013084","2054023","2085205","2108864","2134243","2153316","2170475","2191055","2214443","2230475","2241976","2258668","2292592","2335996","2385390","2436563","2483213",
"OECD members","OED","Population, female","SP.POP.TOTL.FE.IN","404270969","410409034","415838684","421254820","426676126","431961707","437028661","441929580","446384761","451725626","456526703","461779264","466900079","471552314","476762264","481754116","486094091","490581016","495103126","499699299","504223246","508673520","512895415","516922382","520769581","524649745","528685022","532692822","536757672","541049433","545589824","550540859","555401752","560012242","564376529","568656037","572785134","576881635","580816909","584764403","588623665","592670033","596771918","600844547","604945342","609038178","613342115","617759616","622413508","626680368","630632887","633652391","637439265","641388845","645497427","649524412","653571783","657189122","660708088",
"Oman","OMN","Population, female","SP.POP.TOTL.FE.IN","278460","285636","293165","301057","309300","317912","326940","336457","346485","357041","368195","379947","392419","405914","420828","437437","455714","475595","497200","520664","545990","573271","602185","631802","660884","688515","714358","738553","761250","782794","803467","823218","842026","860281","878496","897038","916135","935743","955622","975366","994732","1014110","1033801","1053440","1072507","1090908","1107763","1123904","1142943","1169616","1206895","1256256","1315641","1380178","1443290","1500400","1550061","1593695","1633079",
"Other small states","OSS","Population, female","SP.POP.TOTL.FE.IN","4704929","4786449","4870495","4956739","5046175","5137762","5230335","5324382","5422597","5524383","5629980","5740757","5854661","5970635","6089695","6213515","6340081","6470685","6604918","6746474","6895048","7049593","7211609","7377676","7550102","7733037","7925622","8126544","8329548","8529807","8721363","8907254","9074608","9231989","9393906","9556384","9725368","9901049","10078087","10263886","10445853","10615154","10781690","10948419","11123616","11313410","11518401","11736920","11966606","12199125","12433592","12666779","12905633","13149102","13398193","13654463","13914339","14180889","14451564",
"Pakistan","PAK","Population, female","SP.POP.TOTL.FE.IN","20889376","21426040","21990182","22580654","23195973","23835198","24499343","25189277","25903868","26641635","27402467","28186344","28996728","29841404","30730491","31671899","32666905","33715341","34821473","35989824","37222486","38521213","39882116","41294139","42742254","44214642","45708998","47225500","48758126","50300583","51849447","53397115","54946118","56515475","58131661","59811913","61566190","63383962","65236994","67085421","68901355","70673322","72412041","74138862","75885895","77676210","79517271","81401108","83316869","85247378","87180554","89111916","91046894","92994816","94969386","96979687","99027941","101108330","103211932",
"Panama","PAN","Population, female","SP.POP.TOTL.FE.IN","554722","571660","589256","607419","626067","645144","664584","684408","704642","725357","746575","768280","790437","812975","835793","858831","882059","905477","929015","952599","976185","999731","1023283","1046923","1070815","1095064","1119718","1144756","1170168","1195911","1221962","1248315","1274986","1302033","1329510","1357459","1385905","1414816","1444098","1473625","1503307","1533110","1563056","1593200","1623611","1654340","1685423","1716824","1748536","1780526","1812789","1845245","1877908","1910919","1944465","1978648","2013523","2048929","2084526",
"Peru","PER","Population, female","SP.POP.TOTL.FE.IN","5051229","5196201","5346808","5502467","5662336","5825813","5992616","6162920","6337198","6516167","6700279","6889600","7083787","7282426","7484938","7690837","7899923","8112064","8326958","8544253","8763663","8984769","9207409","9431744","9658103","9886593","10117244","10349513","10582222","10813854","11043268","11269017","11491063","11711261","11932402","12155909","12383062","12611603","12835283","13045606","13236711","13406733","13558023","13694155","13820641","13942054","14060411","14176269","14291254","14406820","14524806","14643689","14765572","14899917","15058972","15250154","15478952","15739390","16013324",
"Philippines","PHL","Population, female","SP.POP.TOTL.FE.IN","13049345","13479660","13922123","14374228","14832492","15294600","15759593","16228695","16704508","17190742","17690187","18204006","18731772","19272747","19825531","20389324","20963920","21550369","22150582","22767135","23401804","24054890","24725695","25413726","26118098","26837826","27572884","28322467","29083860","29853563","30628976","31408645","32192700","32982121","33778694","34583574","35394878","36211160","37034427","37867520","38711274","39569560","40438621","41302690","42140590","42938537","43687699","44395901","45086336","45791925","46535723","47326683","48155767","49006058","49852102","50675424","51470755","52244028","53001275",
"Palau","PLW","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Population, female","SP.POP.TOTL.FE.IN","1089417","1110607","1132838","1156193","1180878","1206984","1234559","1263569","1293854","1325251","1357624","1390961","1425313","1460794","1497532","1535639","1575074","1615817","1658107","1702225","1748316","1796513","1846622","1898136","1950360","2002790","2055283","2107967","2160931","2214348","2268389","2322912","2377934","2433998","2491822","2551868","2614599","2679756","2746136","2812079","2876506","2938741","2999425","3060461","3124478","3193299","3267686","3346815","3428923","3511481","3592645","3671828","3749609","3826725","3904341","3983340","4063824","4145489","4228194",
"Poland","POL","Population, female","SP.POP.TOTL.FE.IN","15302149","15456869","15624745","15826027","16041203","16194047","16311516","16465669","16620642","16747549","16802991","16859102","16992967","17141663","17301378","17469910","17642584","17812345","17953816","18097278","18262624","18424970","18589840","18759206","18924954","19074926","19204864","19315092","19398342","19472326","19552674","19625903","19690101","19744456","19790821","19822965","19843827","19863037","19876966","19883008","19685018","19689267","19690684","19688161","19686741","19686876","19681594","19676666","19684009","19701480","19649274","19663791","19667525","19659204","19647678","19637331","19631197","19635606","19639252",
"Pre-demographic dividend","PRE","Population, female","SP.POP.TOTL.FE.IN","94583873","96727035","98962022","101289847","103710649","106225747","108839657","111557826","114383659","117320725","120374021","123536029","126812652","130233928","133839611","137653644","141697704","145952519","150350425","154797535","159229422","163625925","168017201","172451495","177000700","181721980","186618106","191685500","196966571","202511373","208350207","214520428","221002330","227698911","234474907","241239530","247953304","254663405","261471725","268525662","275932422","283733558","291900485","300386008","309112979","318029042","327117195","336408347","345953913","355826644","366076347","376721710","387737953","399077894","410672770","422471821","434459933","446648474","459045113",
"Puerto Rico","PRI","Population, female","SP.POP.TOTL.FE.IN","1192451","1216039","1244461","1274724","1302166","1323961","1340329","1350695","1358453","1369123","1386132","1408810","1437345","1469491","1501384","1530529","1557512","1582214","1604729","1625624","1645264","1663143","1679298","1694619","1710296","1727167","1745468","1764943","1785064","1804986","1824091","1839175","1852578","1869258","1887539","1905936","1928355","1947240","1959347","1970094","1976507","1981804","1985506","1987844","1989105","1986720","1978371","1966494","1954452","1943273","1933052","1910619","1887584","1866114","1835923","1803860","1769152","1726709","1659124",
"Korea, Dem. People’s Rep.","PRK","Population, female","SP.POP.TOTL.FE.IN","6145006","6262148","6362447","6456953","6562740","6691779","6846114","7020001","7208217","7402751","7597108","7790985","7984400","8171569","8345518","8501728","8636973","8753453","8858871","8964331","9077912","9202502","9335984","9475405","9615780","9753619","9887585","10019339","10151792","10289097","10433806","10587334","10747409","10908411","11062570","11204390","11331421","11445340","11549798","11650472","11751348","11853838","11956309","12056162","12149531","12233823","12308229","12374337","12434827","12493529","12553263","12614897","12677846","12741654","12805374","12868257","12930360","12991914","13052525",
"Portugal","PRT","Population, female","SP.POP.TOTL.FE.IN","4619653","4658586","4693459","4713652","4718310","4702410","4671991","4648588","4634905","4597892","4558728","4537496","4525725","4520433","4576487","4746304","4876017","4921124","4968136","5016167","5066211","5107013","5136144","5158803","5178111","5192146","5197115","5196348","5191737","5184845","5173910","5161908","5157382","5162882","5175895","5192984","5211940","5234878","5260854","5289443","5324523","5358684","5383724","5400081","5411401","5423368","5438963","5458782","5478177","5495961","5511012","5515281","5505184","5486359","5466320","5450718","5437605","5425633","5415055",
"Paraguay","PRY","Population, female","SP.POP.TOTL.FE.IN","966534","991316","1016703","1042686","1069294","1096512","1124432","1153040","1182083","1211234","1240309","1269248","1298269","1327778","1358308","1390309","1423874","1459023","1496058","1535299","1576947","1621100","1667649","1716278","1766546","1818094","1870791","1924547","1979048","2033917","2088876","2143683","2198269","2252693","2307075","2361502","2415883","2470027","2523779","2576946","2629345","2681042","2731961","2781603","2829363","2874867","2917872","2958709","2998273","3037836","3078277","3119919","3162581","3206106","3250143","3294439","3338983","3383851","3428838",
"West Bank and Gaza","PSE","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977097","1021603","1068133","1116795","1167684","1220919","1276607","1334866","1369229","1404503","1440710","1477863","1515997","1555125","1595290","1636509","1678820","1722250","1770284","1818150","1865979","1913690","1961495","2009151","2056807","2104487","2152330","2195617","2252009",
"Pacific island small states","PSS","Population, female","SP.POP.TOTL.FE.IN","402521","416191","430933","446210","461346","475796","489396","502286","514657","526814","539032","551308","563622","575989","588441","601006","613592","626244","639183","652686","666954","682180","698183","714169","729079","742195","753133","762243","770505","779303","789671","801910","815664","830314","844891","858691","871616","883862","895520","906722","917614","928123","938261","948478","959273","971010","983954","997960","1012573","1027225","1041481","1055196","1068531","1081891","1095793","1110627","1126531","1143344","1160910",
"Post-demographic dividend","PST","Population, female","SP.POP.TOTL.FE.IN","387681918","393030186","397685229","402271186","406788580","411186320","415327101","419213921","422627481","426902980","430690708","434897313","438856799","442298350","446278269","449968003","452953522","456073554","459226290","462504464","465622805","468720342","471508142","474064644","476463291","478883746","481521204","484200078","486984225","489969034","493035096","496402815","499765442","502949080","505799750","508463276","511076207","513574110","515965651","518321883","520797586","523178986","525669418","528170927","530792520","533394433","536216036","539179401","542396009","545142072","547630425","549078015","551317064","553663065","556098026","558499110","560899866","562815651","564681850",
"French Polynesia","PYF","Population, female","SP.POP.TOTL.FE.IN","37927","39231","40693","42262","43876","45508","47147","48790","50457","52169","53937","55763","57633","59546","61493","63455","65438","67438","69461","71509","73589","75686","77803","79950","82154","84423","86786","89213","91627","93928","96031","97904","99570","101162","102866","104798","106997","109399","111927","114416","116779","118985","121059","122954","124624","126051","127206","128115","128837","129493","130158","130851","131573","132318","133085","133875","134675","135512","136377",
"Qatar","QAT","Population, female","SP.POP.TOTL.FE.IN","20621","21937","23466","25156","26961","28825","30768","32811","34956","37222","39619","42146","44837","47810","51196","55085","59495","64406","69869","75972","82727","90150","98127","106442","114784","122911","130810","138463","145613","151970","157367","161750","165298","168372","171460","174972","179214","184316","190421","197595","205995","215487","226404","239967","257769","280635","308470","340256","374918","411350","448727","487115","526222","564452","599840","631075","657385","679184","697793",
"Romania","ROU","Population, female","SP.POP.TOTL.FE.IN","9417994","9487643","9544011","9600726","9657482","9709602","9797989","9955020","10084804","10185886","10303251","10405338","10499969","10585223","10678767","10808256","10934812","11034402","11129827","11197390","11272481","11358923","11409689","11447481","11482211","11533112","11585816","11631396","11686491","11740471","11763970","11667035","11568480","11560436","11552202","11537904","11514191","11491007","11477321","11469206","11463790","11313535","11116055","11043464","10988040","10928084","10871743","10720794","10551954","10472080","10416650","10370869","10328980","10293901","10257961","10211906","10155364","10097534","10040014",
"Russian Federation","RUS","Population, female","SP.POP.TOTL.FE.IN","66198094","66796230","67404098","68023098","68657711","69309704","69601062","69904139","70218612","70544741","70882259","71236010","71600078","71970016","72336101","72693684","73133908","73564605","73991040","74420436","74862692","75284234","75684739","76064876","76560555","77061176","77503970","77923042","78305209","78653190","78866031","78975953","78966003","78851323","78743619","78766089","78663445","78556610","78461115","78264697","77993457","77731088","77450283","77179881","76949087","76730155","76547265","76477319","76493620","76551094","76601805","76657531","76764455","76895161","77029543","77152257","77268128","77343830","77333963",
"Rwanda","RWA","Population, female","SP.POP.TOTL.FE.IN","1494916","1527080","1555167","1582177","1612342","1648695","1692459","1742735","1797879","1855275","1913097","1970954","2029721","2090225","2153724","2221183","2292747","2368242","2447823","2531613","2619659","2708477","2797190","2891175","2997905","3120585","3269340","3437587","3592233","3688420","3697926","3601054","3417433","3206032","3049452","3005250","3097552","3303553","3576492","3846616","4063607","4213038","4311514","4377015","4439155","4519551","4621809","4737906","4864325","4994530","5123924","5252022","5381335","5513518","5651046","5795535","5947511","6105956","6268990",
"South Asia","SAS","Population, female","SP.POP.TOTL.FE.IN","276416678","282220761","288249499","294500013","300967515","307648314","314546509","321663807","328991829","336519341","344240907","352149768","360255600","368589566","377193642","386097147","395308375","404815568","414602391","424643458","434917190","445416567","456137512","467063674","478176563","489460226","500899730","512486437","524218418","536097498","548120845","560278914","572554171","584926226","597371313","609868180","622401083","634956874","647519839","660074788","672606506","685100340","697540432","709909070","722187826","734359613","746421447","758363165","770153624","781754738","793142709","804300457","815188188","825983370","836707248","847396226","858084798","868743526","879358081",
"Saudi Arabia","SAU","Population, female","SP.POP.TOTL.FE.IN","2034341","2099436","2169182","2242975","2319866","2399391","2481425","2566921","2657757","2756421","2864805","2984400","3115215","3255935","3404444","3559644","3719412","3885295","4064008","4264678","4492879","4751646","5036322","5335314","5632568","5916317","6182238","6432954","6672195","6906568","7140932","7375887","7609575","7841600","8071127","8297705","8522146","8745465","8967720","9188860","9409339","9629094","9849717","10075308","10311123","10561014","10824444","11100305","11390759","11698291","12023193","12368734","12730608","13092321","13431806","13733951","13991124","14209385","14404129",
"Sudan","SDN","Population, female","SP.POP.TOTL.FE.IN","3776274","3888571","4005630","4127658","4254841","4387405","4525667","4669925","4820256","4976714","5139458","5308373","5483916","5667469","5860830","6065203","6281072","6507866","6744401","6988940","7240086","7498506","7764451","8035675","8309294","8583829","8855890","9127258","9407709","9710607","10044405","10414605","10815256","11229380","11633234","12010222","12353475","12669265","12970178","13275154","13597875","13942666","14305035","14679389","15056683","15430665","15800183","16168691","16540069","16919918","17312416","17718801","18138280","18570597","19014878","19470501","19937520","20416397","20907235",
"Senegal","SEN","Population, female","SP.POP.TOTL.FE.IN","1613509","1655916","1699859","1745403","1792621","1841584","1892227","1944574","1998868","2055441","2114472","2176316","2240807","2307080","2373893","2440495","2506464","2572418","2639880","2710949","2787169","2869038","2956164","3048001","3143655","3242409","3344059","3448691","3556243","3666701","3779975","3896167","4014953","4135285","4255807","4375631","4494466","4612841","4731640","4852235","4975722","5102377","5232358","5366556","5505985","5651379","5803241","5961573","6126022","6295959","6470917","6650717","6835536","7025641","7221431","7423088","7630703","7843902","8061791",
"Singapore","SGP","Population, female","SP.POP.TOTL.FE.IN","779081","808614","835455","861514","888317","913799","939469","962304","980269","996021","1012423","1031865","1051710","1071984","1090344","1106716","1122110","1138212","1152505","1167480","1182585","1240766","1296198","1313146","1338972","1342605","1344352","1368737","1408281","1453984","1514107","1558654","1605754","1645864","1697664","1750442","1824744","1889766","1958505","1977779","2015669","2073773","2095509","2067345","2095969","2148595","2219975","2317674","2447510","2524989","2571724","2626460","2691369","2734397","2769075","2801234","2837180","2839253","2852337",
"Solomon Islands","SLB","Population, female","SP.POP.TOTL.FE.IN","54619","56450","58388","60407","62471","64553","66626","68736","70933","73344","76037","79029","82305","85782","89359","92969","96580","100195","103855","107568","111369","115257","119220","123227","127249","131265","135264","139262","143289","147399","151640","156018","160531","165171","169918","174752","179668","184680","189808","195093","200548","206208","212047","217999","223951","229841","235642","241391","247206","253253","259657","266448","273596","281042","288713","296543","304538","312689","320971",
"Sierra Leone","SLE","Population, female","SP.POP.TOTL.FE.IN","1187882","1206005","1224925","1244680","1265320","1286862","1309388","1332881","1357260","1382405","1408240","1434734","1461967","1490136","1519465","1550156","1582325","1615943","1650920","1687076","1724313","1761769","1799392","1838798","1882194","1930686","1986001","2046377","2105315","2153979","2186479","2200862","2200434","2191173","2181724","2178968","2183412","2194811","2218111","2259107","2321211","2407501","2515320","2635114","2753529","2860849","2953636","3034344","3106464","3175915","3247115","3320537","3394684","3469778","3545749","3622570","3700553","3779948","3860482",
"El Salvador","SLV","Population, female","SP.POP.TOTL.FE.IN","1402887","1442089","1483243","1525963","1569766","1614295","1659300","1704795","1750902","1797895","1845909","1894864","1944489","1994470","2044364","2093801","2142742","2191048","2238219","2283684","2327020","2368061","2406999","2444315","2480736","2516814","2552568","2587992","2623607","2660083","2697816","2737078","2777536","2818257","2857895","2895469","2930688","2963723","2994608","3023550","3050703","3076049","3099589","3121639","3142564","3162715","3182203","3201129","3219655","3237975","3256224","3274496","3292860","3311387","3330154","3349204","3368554","3388183","3407926",
"San Marino","SMR","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Population, female","SP.POP.TOTL.FE.IN","1392315","1421950","1452555","1484237","1517121","1551299","1589172","1631242","1673747","1711411","1741844","1758784","1766642","1786116","1845331","1962132","2147627","2389753","2654814","2895449","3078085","3189503","3241089","3253950","3260696","3284936","3334343","3401187","3475700","3542232","3590549","3617182","3629553","3641122","3670603","3731141","3827659","3955365","4105762","4265838","4425830","4583538","4741227","4898782","5057151","5217067","5377905","5538943","5700849","5864663","6031315","6201069","6374187","6551588","6734368","6923422","7119172","7321845","7531875",
"Serbia","SRB","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3841449","3847368","3874101","3902017","3921369","3867853","3866414","3858458","3847052","3836547","3827725","3824573","3824453","3819423","3812994","3803197","3788929","3773375","3756598","3740801","3725389","3696180","3678758","3661620","3645186","3627734","3609129","3590182","3570472",
"Sub-Saharan Africa (excluding high income)","SSA","Population, female","SP.POP.TOTL.FE.IN","114651224","117329977","120118409","123013891","126011291","129108619","132306730","135613341","139041962","142610035","146331649","150212574","154254735","158459995","162828723","167361674","172061575","176931975","181972162","187186155","192572128","198127094","203851577","209751662","215837981","222113012","228581431","235236491","242058238","249020779","256104478","263309488","270641230","278097245","285681183","293393922","301243929","309243090","317410787","325777258","334364499","343182493","352243638","361578734","371221717","381199051","391524522","402198615","413212857","424550943","436200496","448158157","460426597","473000050","485873457","499040689","512499385","526242717","540252927",
"South Sudan","SSD","Population, female","SP.POP.TOTL.FE.IN","1414866","1442614","1471607","1501836","1533351","1566178","1600342","1635904","1672898","1711417","1751542","1793360","1836964","1882446","1929888","1979410","2030234","2082330","2137298","2197327","2263500","2336190","2413411","2490994","2563298","2625952","2680065","2726178","2759056","2772169","2762456","2725759","2667738","2607098","2569219","2572018","2623564","2718207","2843204","2978983","3111415","3235134","3354728","3477698","3615674","3775993","3960661","4163331","4372893","4574051","4755454","4914827","5054403","5173147","5271155","5349708","5406423","5443961","5475050",
"Sub-Saharan Africa","SSF","Population, female","SP.POP.TOTL.FE.IN","114672512","117351826","120140799","123036817","126034757","129132632","132331285","135638448","139067615","142636236","146358395","150239796","154282544","158488164","162857360","167390952","172091447","176962501","182002899","187217183","192603458","198158809","203883465","209783499","215870013","222145333","228614019","235270584","242092563","249055398","256139316","263344800","270676675","278133389","285718261","293431536","301282114","309281759","317450269","325817575","334405219","343223290","352285742","361620374","371263137","381240510","391566575","402240510","413255310","424593289","436243968","448200668","460469886","473044627","485919197","499087814","512547335","526291330","540301996",
"Small states","SST","Population, female","SP.POP.TOTL.FE.IN","7201530","7338267","7478397","7620165","7762763","7903744","8041412","8176739","8313756","8453739","8598339","8749441","8904633","9062377","9222818","9387071","9552730","9721510","9894100","10075720","10267016","10467694","10678484","10893875","11113136","11338325","11567614","11800601","12033275","12264075","12489420","12713115","12921431","13121399","13325192","13527232","13733074","13943465","14153735","14372333","14587372","14790197","14990483","15191352","15401088","15625893","15866477","16121205","16387602","16657183","16928984","17199691","17476227","17757672","18045221","18340465","18639867","18946389","19257191",
"Sao Tome and Principe","STP","Population, female","SP.POP.TOTL.FE.IN","28527","28892","29168","29463","29933","30672","31730","33052","34505","35931","37192","38230","39103","39886","40752","41782","43023","44433","45904","47304","48531","49539","50392","51165","52025","53052","54296","55705","57216","58733","60178","61545","62850","64082","65257","66378","67436","68443","69441","70490","71635","72876","74214","75685","77336","79199","81298","83599","86006","88377","90620","92694","94629","96470","98286","100138","102033","103963","105932",
"Suriname","SUR","Population, female","SP.POP.TOTL.FE.IN","143925","148141","152289","156431","160672","165056","169686","174418","178810","182244","184315","184839","184029","182365","180552","179117","178251","177847","177804","177888","177944","177953","178035","178415","179401","181174","183824","187255","191201","195336","199389","203278","207056","210696","214230","217680","221026","224239","227344","230373","233350","236294","239190","242078","244971","247900","250866","253871","256914","259976","263047","266135","269225","272312","275366","278367","281317","284198","287032",
"Slovak Republic","SVK","Population, female","SP.POP.TOTL.FE.IN","2060059","2121294","2143862","2165431","2188120","2210332","2231417","2251328","2269875","2288584","2299648","2310445","2331307","2354987","2380329","2406317","2432723","2459391","2485391","2511145","2533042","2552856","2574262","2594743","2614410","2633850","2651956","2668489","2684381","2699043","2712638","2716434","2718982","2730988","2743300","2752770","2759904","2766186","2770990","2774868","2772140","2768092","2768074","2767140","2767283","2768010","2768353","2769144","2771267","2774474","2776335","2778938","2782478","2784230","2785837","2787675","2790806","2794992","2799057",
