"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Indonesia","IDN","Population, male","SP.POP.TOTL.MA.IN","43616189","44797404","46016241","47274358","48574872","49919483","51307575","52736138","54201599","55699341","57225479","58778220","60356390","61957515","63579048","65218894","66873852","68542710","70227757","71932796","73659536","75405717","77166433","78937217","80712525","82486395","84259706","86027650","87771935","89469302","91104260","92669611","94172815","95631620","97071925","98513820","99963545","101419703","102885757","104363578","105855032","107361743","108886587","110433503","112006776","113608517","115239191","116895190","118568971","120250351","121930499","123606305","125274818","126927657","128555279","130150357","131708230","133227888","134710378",
"IDA only","IDX","Population, male","SP.POP.TOTL.MA.IN","128879777","131995525","135218981","138569131","142065397","145716477","149539291","153518418","157607467","161739082","165867307","169979333","174100692","178274354","182568031","187028371","191670954","196490169","201486735","206657502","211999270","217521743","223235230","229138503","235224714","241491457","247930549","254547377","261374060","268467356","275844294","283525217","291478185","299604061","307809345","316036555","324234241","332420029","340665827","349072722","357707614","366596860","375714860","385015503","394425022","403885237","413390481","422963942","432627114","442416909","452354458","462446347","472716275","483204469","493956535","505014440","516381962","528053832","540049626",
"Isle of Man","IMN","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population, male","SP.POP.TOTL.MA.IN","232479649","237286640","242268192","247409096","252687684","258091883","263610001","269256396","275076240","281131138","287462992","294093049","301002801","308145695","315453852","322878992","330397731","338025833","345800614","353778291","361995155","370460205","379145947","388007536","396982486","406022841","415111395","424251465","433440522","442682419","451979201","461319889","470695805","480114670","489589014","499124926","508719855","518360051","528026176","537693167","547339439","556945144","566500604","576005272","585463764","594871718","604233107","613521366","622665626","631574309","640183798","648464015","656436704","664155247","671700566","679133673","686467208","693688629","700803737",
"Not classified","INX","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population, male","SP.POP.TOTL.MA.IN","1422769","1419678","1424973","1433068","1439927","1445177","1450733","1457346","1463699","1472144","1484493","1502093","1524797","1549720","1575891","1602302","1626921","1649316","1672954","1695188","1714245","1733473","1748626","1759493","1768716","1769807","1768856","1767271","1758013","1749475","1749533","1758419","1769498","1777643","1784152","1793020","1807113","1825339","1844753","1866358","1892566","1924636","1959431","1993725","2032174","2077831","2134642","2196534","2240444","2261587","2271996","2279719","2286935","2296574","2311406","2332041","2358083","2384250","2407976",
"Iran, Islamic Rep.","IRN","Population, male","SP.POP.TOTL.MA.IN","11242620","11541405","11848787","12164904","12489915","12824083","13169107","13525872","13893060","14268708","14652399","15044416","15448583","15872594","16326408","16817938","17348201","17917440","18531377","19196478","19916117","20687164","21503841","22362284","23257449","24181353","25136960","26112492","27067510","27949766","28722965","29370545","29905017","30355906","30768266","31176720","31587364","31994506","32406799","32831631","33273073","33740594","34232827","34729244","35200513","35626751","36000567","36332618","36643190","36961517","37309332","37691159","38102082","38542705","39011175","39504755","40025275","40570352","41127208",
"Iraq","IRQ","Population, male","SP.POP.TOTL.MA.IN","3666630","3765022","3870342","3983828","4106810","4240105","4384410","4539228","4702614","4871850","5044851","5220361","5398547","5580397","5767586","5960964","6161067","6366371","6573105","6776287","6972416","7161065","7343692","7521190","7695152","7867479","8037921","8208267","8385041","8576616","8789094","9024709","9282202","9559677","9853608","10160976","10480638","10812040","11153176","11501793","11855491","12218180","12588659","12953892","13296590","13607108","13874109","14107977","14346975","14643543","15033076","15532557","16124995","16770068","17409324","18000587","18529901","19010365","19459608",
"Iceland","ISL","Population, male","SP.POP.TOTL.MA.IN","88712","90475","92178","93840","95523","97191","98861","100469","101866","102821","103363","104195","105728","107323","108760","110133","111188","111976","112796","113849","115004","116255","117762","119271","120492","121395","122238","123545","125458","126992","127948","129415","131031","132343","133467","134147","134805","135843","137226","138833","140722","142600","143907","144958","146330","148787","152490","156596","159730","160410","160223","160654","161369","162712","164360","165975","168271","172300","177490",
"Israel","ISR","Population, male","SP.POP.TOTL.MA.IN","1071918","1107021","1160562","1202834","1250293","1294021","1327030","1385567","1414862","1451931","1500042","1546519","1584436","1647663","1695163","1732171","1769229","1807326","1844128","1890817","1936036","1974830","2012599","2050185","2077879","2115455","2148990","2184422","2220791","2257510","2325683","2465347","2546109","2608324","2670976","2738702","2808215","2877352","2942944","3018459","3099186","3173341","3238523","3298389","3358131","3418710","3480361","3543293","3607471","3695838","3765715","3838416","3912997","3990175","4071104","4156060","4241657","4327883","4415669",
"Italy","ITA","Population, male","SP.POP.TOTL.MA.IN","24417976","24584616","24753832","24937472","25146939","25364787","25569792","25763927","25935869","26090581","26234187","26359818","26510853","26689820","26860819","27014627","27139117","27241091","27324455","27392888","27444212","27478694","27506112","27525933","27540731","27553309","27554606","27553288","27559494","27571687","27586142","27596855","27607246","27615771","27612882","27604684","27603141","27608272","27608714","27610747","27627304","27654976","27715003","27859402","28057120","28203841","28287168","28420657","28595761","28714416","28797153","28848347","28933881","29283998","29569796","29558567","29526881","29502656","29471995",
"Jamaica","JAM","Population, male","SP.POP.TOTL.MA.IN","783881","792840","803235","814941","827588","840930","854979","869789","885128","900739","916401","932054","947712","963266","978616","993736","1008350","1022501","1036781","1052055","1068824","1087536","1107740","1127903","1145893","1160273","1170406","1176979","1181563","1186427","1193210","1202354","1213371","1225875","1239190","1252744","1266597","1280818","1294776","1307679","1318989","1328422","1336174","1342823","1349224","1355993","1363282","1370932","1378933","1387179","1395571","1404170","1412977","1421802","1430387","1438548","1446198","1453351","1460065",
"Jordan","JOR","Population, male","SP.POP.TOTL.MA.IN","487761","509048","528022","548376","575164","611718","659750","717315","779582","839685","892707","937201","974787","1007238","1037568","1068161","1099202","1130489","1163626","1200517","1242517","1290835","1345329","1404329","1465325","1526676","1586661","1646219","1709500","1782288","1868081","1969343","2082991","2200182","2308716","2400088","2471811","2527360","2571637","2612199","2655243","2701687","2751809","2810492","2883453","2974777","3084963","3212995","3359134","3523082","3703294","3900798","4111928","4324580","4522908","4695330","4837651","4952106","5041761",
"Japan","JPN","Population, male","SP.POP.TOTL.MA.IN","45531686","46735743","47173406","47655589","48156166","48680924","49135307","49606545","49785128","50839594","51432558","52114275","52864973","53319218","54359976","55248003","55665827","56209690","56723089","57203779","57653752","58080129","58473267","58869083","59237128","59590692","59941742","60221118","60460567","60690305","60880390","61053609","61190318","61326344","61518591","61733877","61867036","61988550","62129262","62214263","62290265","62413110","62531609","62639302","62634487","62614707","62628868","62675761","62682056","62652070","62643603","62510713","62396406","62293393","62197978","62118491","62032385","61915092","61773806",
"Kazakhstan","KAZ","Population, male","SP.POP.TOTL.MA.IN","4783276","4983060","5179699","5368544","5544360","5703623","5843527","5965101","6073530","6176481","6279520","6384876","6490977","6595124","6692983","6781782","6860505","6931297","6998262","7067037","7141623","7221980","7306339","7394527","7485954","7579134","7675424","7772200","7859144","7885189","7936115","7987171","7981206","7926006","7807094","7664365","7539294","7408900","7269250","7189149","7159857","7144314","7145133","7172665","7227529","7297137","7379825","7470052","7566948","7774339","7889797","8007771","8124889","8245507","8370033","8494914","8617667","8736197","8851801",
"Kenya","KEN","Population, male","SP.POP.TOTL.MA.IN","4072413","4199043","4331185","4469191","4613473","4764457","4922449","5087892","5261578","5444460","5637289","5840556","6054519","6279402","6515339","6762476","7020705","7290239","7571880","7866652","8175082","8497298","8832478","9179143","9535247","9899105","10270059","10647745","11031002","11418595","11809556","12203646","12600760","13000264","13401528","13804382","14208759","14615580","15026981","15445821","15874441","16313309","16762785","17224949","17702212","18196095","18707249","19234795","19776701","20329998","20892153","21462860","22041620","22625560","23211200","23796139","24378839","24959960","25542116",
"Kyrgyz Republic","KGZ","Population, male","SP.POP.TOTL.MA.IN","1032105","1072540","1110289","1149484","1189306","1227359","1267182","1306544","1346376","1384219","1417390","1450156","1485352","1520771","1558201","1594298","1628653","1661908","1693738","1726153","1758741","1792708","1829066","1868200","1907223","1944694","1983842","2024416","2063244","2109737","2153630","2192024","2220351","2223735","2225389","2249769","2284856","2319476","2356116","2392217","2421959","2446533","2470884","2498651","2530173","2558984","2585553","2608266","2630810","2660994","2692336","2726126","2773855","2832000","2891710","2953398","3014758","3073422","3130996",
"Cambodia","KHM","Population, male","SP.POP.TOTL.MA.IN","2856077","2930518","3007253","3083758","3156629","3223496","3281160","3329963","3375113","3424104","3481108","3553087","3635650","3708303","3742990","3722152","3635044","3494724","3336485","3209585","3148990","3168148","3255603","3390860","3541983","3685524","3815447","3938855","4060842","4190711","4334681","4492866","4660525","4833468","5005910","5173358","5334701","5490128","5638166","5777510","5907474","6027164","6137222","6240503","6341046","6441998","6544211","6647523","6752823","6860846","6972045","7086982","7205573","7326707","7448756","7570433","7691355","7811552","7930502",
"Kiribati","KIR","Population, male","SP.POP.TOTL.MA.IN","20331","20845","21361","21892","22422","22935","23434","23920","24386","24843","25278","25693","26084","26469","26848","27223","27609","28001","28400","28807","29221","29634","30054","30508","31038","31677","32436","33291","34189","35049","35815","36470","37027","37520","38011","38522","39075","39663","40279","40922","41588","42291","43005","43764","44587","45490","46476","47544","48629","49686","50667","51559","52385","53152","53908","54682","55476","56289","57123",
"St. Kitts and Nevis","KNA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population, male","SP.POP.TOTL.MA.IN","12589155","12976898","13356643","13732917","14093286","14451229","14813025","15155402","15502812","15849292","16191370","16506633","16813008","17107595","17398482","17689560","17970925","18250747","18528092","18809383","19102834","19401015","19700929","19991591","20238768","20439193","20644939","20851803","21060433","21274032","21489506","21708794","21941585","22171436","22400384","22629992","22847686","23062176","23227384","23391075","23586048","23767110","23904805","24028909","24123278","24171920","24294945","24412339","24591830","24712010","24829133","25015049","25141593","25251388","25405813","25535535","25646552","25752540","25832800",
"Kuwait","KWT","Population, male","SP.POP.TOTL.MA.IN","172774","192672","215224","239706","265136","290785","316591","342703","368805","394590","419950","444376","468212","493254","521933","555865","595881","641107","689324","737361","782958","824023","860958","896767","935885","980743","1034980","1095762","1151531","1186488","1190606","1157570","","","","932449","947420","997197","1068004","1138940","1195222","1232388","1256315","1274856","1300033","1340485","1397505","1467574","1548629","1637134","1730000","1827243","1928211","2028228","2121388","2203420","2272387","2329068","2375456",
"Latin America & Caribbean (excluding high income)","LAC","Population, male","SP.POP.TOTL.MA.IN","102082599","104969213","107942975","110992118","114100299","117254743","120451388","123690014","126966399","130276663","133618315","136988318","140386405","143816057","147282890","150791308","154338665","157923613","161552478","165233721","168971544","172767787","176614748","180494684","184383719","188263438","192126331","195972743","199801830","203615481","207414700","211194856","214952114","218689753","222413127","226124520","229825490","233510434","237166127","240774936","244324183","247809492","251234211","254603381","257925713","261208114","264449477","267649369","270816440","273961609","277039381","280184098","283310310","286404810","289449268","292431085","295342420","298188756","300986995",
"Lao PDR","LAO","Population, male","SP.POP.TOTL.MA.IN","1042274","1066777","1092021","1118049","1144924","1172697","1201107","1230143","1260344","1292429","1326765","1364079","1403811","1443533","1479940","1510880","1535286","1554496","1571827","1591938","1618231","1651706","1691459","1736709","1785964","1838004","1892683","1950062","2009334","2069546","2129857","2189894","2249367","2307668","2364168","2418408","2470256","2519742","2566826","2611568","2654153","2694323","2732487","2770285","2809878","2852794","2899807","2950434","3003354","3056626","3108825","3159462","3209043","3258298","3308380","3360064","3413510","3468254","3523650",
"Lebanon","LBN","Population, male","SP.POP.TOTL.MA.IN","907614","937883","968767","999254","1028063","1054351","1077138","1096799","1115412","1135935","1160234","1189601","1222698","1255578","1282737","1300439","1307197","1304805","1296813","1288411","1283459","1283772","1288663","1296479","1304491","1311150","1314793","1317253","1324442","1344423","1382351","1442071","1520408","1606874","1686617","1749450","1789582","1811462","1827360","1855025","1906500","1988485","2095135","2210851","2313344","2387694","2425202","2433687","2434579","2458409","2525773","2645203","2805902","2985533","3151878","3281459","3367554","3416949","3436141",
"Liberia","LBR","Population, male","SP.POP.TOTL.MA.IN","567274","578132","589351","601013","613209","626029","639513","653675","668586","684330","700959","718492","736966","756451","777016","798728","821069","843889","867966","894350","923463","956147","991267","1024959","1052015","1068899","1075105","1072438","1062727","1048785","1033396","1015351","995920","983352","988277","1017605","1075989","1159535","1256016","1348070","1423399","1477103","1513492","1540680","1571072","1613472","1670274","1737946","1812282","1886815","1956834","2021296","2081838","2139619","2196656","2254481","2313213","2372386","2432209",
"Libya","LBY","Population, male","SP.POP.TOTL.MA.IN","743197","768975","796286","825436","856831","890817","927409","966577","1008415","1053026","1100450","1150839","1204074","1259602","1316676","1374793","1433295","1492312","1553024","1617101","1685503","1758833","1836013","1914271","1989840","2060026","2123616","2181374","2234923","2286830","2338934","2391859","2444877","2496889","2546221","2591817","2633187","2671075","2707047","2743300","2781370","2821680","2863621","2906433","2948911","2990057","3030328","3069793","3106648","3138544","3164119","3182063","3193710","3203545","3217809","3240898","3274615","3317324","3365785",
"St. Lucia","LCA","Population, male","SP.POP.TOTL.MA.IN","43106","43449","43984","44669","45424","46191","46969","47761","48558","49313","50024","50661","51238","51798","52397","53095","53904","54810","55759","56710","57621","58465","59272","60065","60933","61911","63016","64222","65477","66679","67769","68727","69564","70340","71130","71979","72922","73929","74957","75914","76753","77439","78004","78534","79158","79951","80949","82114","83343","84482","85425","86144","86660","87051","87382","87752","88157","88584","89016",
"Latin America & Caribbean","LCN","Population, male","SP.POP.TOTL.MA.IN","109810939","112845529","115971836","119176907","122435494","125734587","129069105","132438666","135844189","139283800","142758419","146267507","149806673","153380938","156992900","160644382","164332962","168056503","171826184","175648005","179529341","183468536","187459841","191485204","195521195","199549791","203562715","207560192","211542465","215513153","219475735","223420605","227346021","231257301","235154024","239034363","242903104","246747619","250550141","254298381","257978194","261588292","265134048","268621984","272062836","275464322","278823857","282142565","285430803","288698330","291899152","295153086","298385620","301590670","304746521","307850211","310896255","313880917","316792598",
"Least developed countries: UN classification","LDC","Population, male","SP.POP.TOTL.MA.IN","119873740","122633686","125486282","128448140","131542031","134781276","138179502","141724295","145371880","149061805","152753971","156431587","160116806","163852762","167702389","171713025","175900997","180259396","184783153","189459322","194279981","199250792","204383688","209683995","215157890","220811934","226637575","232639055","238849507","245312482","252052848","259094702","266413226","273925551","281516685","289106648","296654565","304190784","311792969","319575610","327618178","335958071","344561793","353353589","362222756","371096078","379946085","388817443","397796385","407005987","416536078","426414041","436616730","447121153","457885373","468876224","480088305","491526812","503179156",
"Low income","LIC","Population, male","SP.POP.TOTL.MA.IN","78179020","79900801","81666173","83494375","85413062","87441627","89586741","91840199","94188434","96611049","99093079","101629798","104225166","106882985","109610436","112412170","115294700","118255994","121282546","124355767","127465929","130613086","133813624","137094877","140493504","144040129","147734273","151580711","155620175","159902539","164457651","169317376","174459646","179794683","185196371","190577739","195899844","201200409","206562695","212108579","217925240","224034184","230404137","237005018","243787204","250711044","257784171","265011910","272349782","279742132","287156116","294571915","302019012","309575633","317350777","325426204","333818085","342511553","351517265",
"Liechtenstein","LIE","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population, male","SP.POP.TOTL.MA.IN","5183211","5293558","5405864","5520964","5640266","5764538","5894168","6028107","6163954","6298501","6429443","6555548","6677443","6796993","6917022","7039460","7165003","7292602","7420364","7545587","7666369","7781792","7892517","8000188","8107202","8215201","8324407","8433778","8542017","8647281","8748024","8844540","8936738","9022293","9098255","9162909","9214851","9255648","9290211","9325334","9365901","9413880","9467879","9525329","9582128","9635330","9684319","9730240","9773928","9816751","9859727","9902954","9893609","9950588","10025469","10102149","10201130","10306308","10405922",
"Lower middle income","LMC","Population, male","SP.POP.TOTL.MA.IN","470620624","481539250","492816310","504436287","516374749","528611966","541146780","553982669","567128029","580593954","594390054","608527541","623017171","637869040","653100018","668721147","684722240","701112173","717948470","735306249","753229346","771749500","790764969","810245018","830071814","850133496","870424637","890928594","911583305","932322311","954065565","974733660","995401669","1015989982","1036484897","1057036034","1077725676","1098510442","1119313649","1140045188","1160757289","1181400404","1202005146","1222634106","1243303550","1264030493","1284827950","1305710045","1326681016","1347744070","1369029497","1390365364","1411606550","1432884927","1454100630","1475312369","1496429769","1517438142","1538373031",
"Low & middle income","LMY","Population, male","SP.POP.TOTL.MA.IN","1144239456","1159136025","1180864066","1208861249","1237087566","1266203451","1297264512","1328314786","1360236819","1393411949","1427474227","1462274947","1496610232","1530929672","1565030197","1598494126","1631685062","1664630736","1698138655","1732384185","1767082911","1802754860","1840101538","1878021487","1915982697","1954752918","1994708335","2035806032","2077339054","2118631845","2160551969","2200851091","2240377506","2279440366","2318201281","2356671314","2394930350","2433085581","2470930323","2508280886","2545370621","2582131787","2618732161","2655462909","2692237716","2729099512","2765902388","2802629734","2839630962","2877098739","2914855885","2953072329","2991580818","3030546380","3069763727","3109109684","3148710722","3188405328","3227325327",
"Lesotho","LSO","Population, male","SP.POP.TOTL.MA.IN","389601","395959","402495","409364","416796","424929","433898","443683","454078","464772","475583","486377","497296","508785","521485","535811","551958","569711","588550","607752","626776","645411","663792","682140","700827","720101","739901","760065","780629","801613","822933","844536","866152","887182","906880","924670","940471","954251","965483","973585","978279","979330","977157","972952","968385","964753","962519","961580","962017","963727","966619","970840","976467","983226","990724","998643","1006871","1015412","1024190",
"Late-demographic dividend","LTE","Population, male","SP.POP.TOTL.MA.IN","550659300","551636315","558945323","572079848","584977189","598231358","612918326","627148831","641780693","657179919","672947816","689011292","704232804","718976901","733015790","745926212","758067277","769438844","780794254","792242460","803460119","814928060","827454858","839955998","851992881","864425224","877631137","891582909","905630565","919217782","932275962","944534403","954693503","965454471","975926998","986968268","996746626","1006335355","1015517585","1024071448","1031900539","1039382467","1046469905","1053435894","1060402157","1067502273","1074616744","1081648201","1088803123","1096073147","1103002510","1109886102","1116772001","1123740013","1130768877","1137754923","1144941120","1152152768","1158400658",
"Lithuania","LTU","Population, male","SP.POP.TOTL.MA.IN","1280906","1304460","1325784","1345223","1364877","1384349","1403773","1422892","1440940","1456010","1472737","1492565","1509979","1525473","1540179","1553961","1567281","1580205","1592170","1601226","1608895","1618650","1630516","1644222","1658530","1673615","1690815","1709598","1728886","1743328","1749804","1752186","1749101","1739186","1725251","1710003","1694964","1680310","1665913","1651822","1637904","1622163","1606951","1591687","1571499","1543482","1516118","1495079","1476717","1457813","1425740","1392985","1374292","1360879","1349839","1337724","1321192","1303100","1285383",
"Luxembourg","LUX","Population, male","SP.POP.TOTL.MA.IN","155067","156217","158007","159605","161361","163126","164157","164522","164757","165431","166192","167817","169971","171990","174335","176250","177022","177147","177220","177374","177757","178028","177932","177776","177842","178180","179115","180524","182156","184248","186834","189550","192232","194938","197708","200623","203502","206212","208946","211911","214883","217532","219873","222621","225900","229542","233435","237321","241913","246819","251832","258046","264937","271759","278794","285878","292368","299699","305472",
"Latvia","LVA","Population, male","SP.POP.TOTL.MA.IN","936052","953449","970349","987923","1005755","1021418","1033185","1045016","1058524","1070379","1080194","1090136","1100575","1111021","1121718","1131059","1138301","1144994","1151003","1154746","1157474","1161087","1166525","1173684","1181859","1191062","1203051","1218336","1233717","1242037","1240830","1233806","1214303","1187131","1164045","1144948","1130504","1118481","1107753","1098703","1087941","1073577","1060699","1049967","1038062","1026453","1016673","1008031","997190","980697","960516","943407","932183","922767","914627","907619","899695","892008","885003",
"Macao SAR, China","MAC","Population, male","SP.POP.TOTL.MA.IN","82457","84049","87201","91576","96661","102024","107650","113494","119004","123536","126626","128085","128075","127010","125497","124030","122701","121486","120724","120810","121995","124432","128028","132552","137611","142913","148408","154101","159742","165051","169832","173980","177534","180692","183722","186852","190120","193509","197067","200861","204913","209272","213936","218879","224040","229388","234877","240511","246284","252217","258285","264512","270837","277110","283141","288801","294022","298832","303352",
"St. Martin (French part)","MAF","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population, male","SP.POP.TOTL.MA.IN","6142937","6323232","6500156","6674801","6849067","7024381","7201368","7379628","7558475","7736807","7914135","8090144","8266048","8444804","8630355","8825556","9030985","9245883","9470007","9702670","9942934","10190934","10445647","10703504","10959839","11211125","11455503","11693064","11924757","12152426","12377252","12599562","12818175","13030972","13235120","13428766","13611529","13784589","13949736","14109548","14266265","14421020","14574566","14728374","14884000","15042959","15205160","15371719","15546678","15735104","15940164","16163742","16403610","16653576","16904960","17151280","17390173","17622647","17849647",
"Monaco","MCO","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population, male","SP.POP.TOTL.MA.IN","1190215","1219051","1246909","1273271","1298555","1322272","1344379","1364935","1384113","1403566","1423476","1444363","1466169","1487874","1508864","1527621","1545068","1560267","1575035","1589742","1605746","1623001","1641035","1659429","1677801","1695262","1711833","1727953","1742145","1753386","1761615","1766352","1768075","1766368","1761781","1755362","1752624","1746985","1747103","1745063","1742022","1738366","1734367","1729477","1725421","1721836","1718148","1715635","1713988","1713262","1712551","1712050","1711867","1711068","1709400","1707490","1705460","1702941","1700020",
"Madagascar","MDG","Population, male","SP.POP.TOTL.MA.IN","2592807","2653463","2716488","2781962","2849969","2920602","2993916","3070025","3149136","3231473","3317225","3406503","3499338","3595741","3695689","3799158","3906188","4016842","4131136","4249099","4370752","4496335","4625884","4759077","4895432","5034746","5176996","5322707","5472828","5628628","5791123","5960571","6137057","6321287","6514029","6715767","6926847","7146999","7375228","7610082","7850485","8096108","8347054","8603151","8864316","9130494","9401629","9677690","9958741","10244895","10536295","10832939","11135051","11443320","11758681","12081795","12412897","12751876","13098658",
"Maldives","MDV","Population, male","SP.POP.TOTL.MA.IN","48941","50119","51366","52628","53816","54879","55768","56522","57316","58359","59806","61731","64069","66663","69261","71718","73943","76020","78065","80274","82778","85609","88705","91988","95330","98645","101895","105097","108249","111351","114408","117438","120446","123378","126131","128681","130968","133089","135311","138012","141455","145795","150967","156712","162636","168465","174033","179499","185309","192101","200306","209984","220863","232663","244953","257316","269818","282258","293595",
"Middle East & North Africa","MEA","Population, male","SP.POP.TOTL.MA.IN","53256702","54709389","56222970","57771364","59376061","61031509","62736312","64527886","66344494","68212904","70132470","72089137","74085806","76178759","78356529","80648344","83066865","85611741","88291638","91126884","94110349","97234276","100495154","103871588","107327610","110863490","114455491","118092110","121729479","125312255","129831768","133364228","135641011","138964825","142172142","146189720","149153286","152038848","154875751","157781526","160812491","163972388","167257073","170690888","174297613","178086247","182071429","186239667","190535420","194893243","199206491","203475607","207707226","211900072","216062205","220198759","224290546","228327939","232356261",
"Mexico","MEX","Population, male","SP.POP.TOTL.MA.IN","18817158","19414622","20029529","20663298","21317968","21994783","22693309","23412228","24150702","24907592","25681427","26471743","27276697","28091681","28910910","29729952","30546332","31359890","32171336","32982447","33794341","34606579","35417676","36226451","37031450","37831543","38626132","39415052","40198172","40975530","41747122","42513252","43273768","44027712","44773789","45511332","46241058","46964321","47682091","48395585","49106500","49813637","50519029","51231438","51962218","52718746","53504364","54314791","55140189","55966460","56782785","57585727","58376325","59153683","59918102","60669657","61406847","62128127","62833844",
"Marshall Islands","MHL","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population, male","SP.POP.TOTL.MA.IN","1066060436","1079235224","1099197893","1125366874","1151674504","1178761824","1207677771","1236474587","1266048385","1296800900","1328381148","1360645149","1392385066","1424046687","1455419761","1486081956","1516390362","1546374742","1576856109","1608028418","1639616982","1672141774","1706287914","1740926610","1775489193","1810712789","1846974062","1884225321","1921718879","1958729306","1996094318","2031533715","2065917860","2099645683","2133004910","2166093575","2199030506","2231885172","2264367628","2296172307","2327445381","2358097603","2388328024","2418457891","2448450512","2478388468","2508118217","2537617824","2567281180","2597356607","2627699769","2658500414","2689561806","2720970747","2752412950","2783683480","2814892637","2845893775","2875808062",
"North Macedonia","MKD","Population, male","SP.POP.TOTL.MA.IN","753383","763095","773010","783371","794457","806426","819532","833619","847898","861283","873040","882725","890671","897832","905640","915009","926321","939085","952326","964667","975092","983296","989564","994205","997718","1000511","1002730","1004304","1005144","1005080","1004097","1002046","999221","996459","994894","995289","998032","1002791","1008700","1014523","1019340","1022895","1025435","1027170","1028520","1029765","1030928","1031900","1032753","1033595","1034494","1035480","1036539","1037622","1038642","1039518","1040259","1040847","1041233",
"Mali","MLI","Population, male","SP.POP.TOTL.MA.IN","2660862","2687427","2714128","2741316","2769489","2799065","2830082","2862696","2897613","2935741","2977676","3023851","3074019","3127221","3182052","3237542","3292946","3348582","3405724","3466238","3531232","3602134","3678042","3755032","3827689","3892622","3947858","3995968","4043658","4100272","4172467","4263099","4370158","4489571","4614939","4741776","4868998","4998652","5133099","5275897","5429665","5594596","5769842","5955678","6152223","6359255","6577563","6806425","7042341","7280618","7518051","7753084","7987052","8223318","8466800","8721075","8987240","9264258","9550941",
"Malta","MLT","Population, male","SP.POP.TOTL.MA.IN","158063","157435","156728","155986","155285","154074","152365","150654","148980","147334","146626","146737","146705","146669","146645","147795","148604","149227","150846","152487","154280","155690","159414","162058","162446","165615","168627","169946","171458","173225","175018","179893","181845","183768","185617","187072","188506","190178","191662","193004","194379","195887","197337","198569","199829","201031","201696","202335","203634","205221","206365","207483","209701","213052","217707","223247","228595","235043","242880",
"Myanmar","MMR","Population, male","SP.POP.TOTL.MA.IN","10620764","10844708","11074486","11312020","11560023","11820367","12093665","12378983","12674760","12978693","13289038","13605078","13926977","14254858","14589134","14929973","15276552","15628042","15984501","16346133","16712640","17083380","17456670","17829836","18199522","18562839","18919670","19269173","19607029","19927968","20228775","20506515","20763438","21007911","21251673","21502970","21764732","22033873","22305217","22570841","22824764","23067034","23299225","23518763","23722804","23910125","24078089","24229240","24373846","24525915","24695116","24886581","25096714","25315869","25529759","25728459","25908216","26073372","26231840",
"Middle East & North Africa (excluding high income)","MNA","Population, male","SP.POP.TOTL.MA.IN","49368498","50681668","52024388","53403475","54828530","56306152","57842643","59435361","61071195","62731595","64405342","66089121","67793942","69540749","71358346","73269182","75277192","77381300","79591698","81919188","84369245","86942386","89630532","92418545","95285694","98212448","101191313","104211555","107245830","110261538","114234098","117199379","120111811","122958803","125728351","128415462","131010557","133523425","135965729","138415932","140912990","143476300","146099437","148764294","151440403","154108095","156760239","159412784","162100011","164859387","167720389","170698218","173781238","176938423","180125014","183309838","186473328","189622106","192811163",
"Montenegro","MNE","Population, male","SP.POP.TOTL.MA.IN","233976","239658","245801","251633","256088","258479","258419","256322","253290","250881","250199","251664","254902","259274","263777","267685","270796","273344","275615","278063","280985","284488","288358","292264","295716","298376","300109","301036","301411","301613","301917","302428","303055","303636","303926","303765","303105","302063","300835","299678","298802","299621","300427","301264","301527","301837","302238","302807","303575","304468","305220","305668","305995","306334","306657","306861","306977","307060","307091",
